image_id,class_id,x_min,y_min,x_max,y_max
20251027_171326_jpg.rf.cfea6c8e72aed099bc9d98261d6cb7c6.jpg,0,140,76,262,200
IMG_20251027_170136_jpg.rf.ace18054122aa09640aa660b9e9712f8.jpg,0,59,110,220,225
IMG_20251024_161251_jpg.rf.04173f39e4343426d024bda536ec90e5.jpg,0,0,139,247,464
20251027_171230_jpg.rf.c23f571af2b86a92ec58b7e171bb6bab.jpg,0,180,147,321,305
IMG_1037_jpg.rf.49d2d5b4e0711ae4bb8ec5137fb82094.jpg,0,79,243,183,312
20251029_091110_jpg.rf.8ef61c910bd7eddef4d8f017ea7525ae.jpg,0,75,143,479,527
20251029_124829_jpg.rf.15a915d7f824aa8dec5651dd700dafee.jpg,0,37,194,156,261
IMG_2218_jpg.rf.f9ff68be48b2079494d143fa4158233c.jpg,0,209,114,422,352
IMG_20251024_162028_jpg.rf.be0d38c21645479e53746b8b5eae0860.jpg,0,52,147,273,435
IMG_3192_jpg.rf.ef85517f198907074e3e89fd7d1396b0.jpg,0,22,297,131,384
IMG_1767_jpg.rf.c070e639f9bda4e419427e69d2bc9d7e.jpg,0,146,58,197,110
IMG_2378_jpg.rf.e32313cca16630f5375b00dbd7e844a6.jpg,0,226,281,290,339
IMG_5917_JPG.rf.67321e0a37715e8b5187b19a89224312.jpg,0,266,162,361,227
20251029_090721_jpg.rf.d54870c2b1ef5a4a131f253b9a3416dc.jpg,0,163,265,277,332
IMG_20251024_162445_jpg.rf.2acf304a42f95e7bed7367bc45f1bda0.jpg,0,89,152,234,343
IMG_5814_JPG.rf.4a23bc326ca18772674021435cb90a3f.jpg,0,187,96,306,210
IMG_5814_JPG.rf.4a23bc326ca18772674021435cb90a3f.jpg,0,202,27,264,87
20251022_151901_jpg.rf.a1da782905a108598ebd307ef073ff14.jpg,0,91,84,394,410
IMG_1788_jpg.rf.637b29eda475b90869a9810ab2aa6708.jpg,0,234,165,300,252
IMG_1788_jpg.rf.637b29eda475b90869a9810ab2aa6708.jpg,0,182,126,234,189
IMG_3237_jpg.rf.ccb8177754810420dba41a9be94c8109.jpg,0,57,256,96,280
20251027_164522-0-_jpg.rf.6c1b406ca5b89c8a7c03019a865e4d0b.jpg,0,125,211,406,486
20251022_153207_jpg.rf.13d3b26a15d581a1c0c6e3ec9510657b.jpg,0,259,40,418,220
IMG_5800_JPG.rf.29ccaf6e395c70a4a650f64774b8e472.jpg,0,143,65,333,270
IMG_2516_jpg.rf.b18d83ea72e63b7568bdaa3879b07294.jpg,0,212,243,327,379
20251027_170127_jpg.rf.8e6d973a16732877445624f5215f8c65.jpg,0,174,106,297,211
IMG_20251024_170350_jpg.rf.b9378878f686b9defcebf88c5ea30f2f.jpg,0,32,125,270,430
20251028_165446_jpg.rf.769a916fbce8bb10321f48fc8102ae9a.jpg,0,199,139,338,208
20251027_162739_jpg.rf.aec5ff1383430c672d70ae0d6368d4b9.jpg,0,100,62,453,447
IMG_1701_jpg.rf.f7715d8e4aa854e5a04aeca167956a04.jpg,0,185,243,311,423
20251023_152613_jpg.rf.55bfa55ed4e4fa553661397b37615e83.jpg,0,148,334,480,639
IMG_2462_jpg.rf.88a1e2e6970f7daf50a040d4d703ad18.jpg,0,192,280,294,412
IMG_2462_jpg.rf.88a1e2e6970f7daf50a040d4d703ad18.jpg,0,218,188,288,266
20251029_124146_jpg.rf.6d788cb694820889dd2ea32197dd43b5.jpg,0,44,155,214,312
IMG_2336_jpg.rf.ddc6d409ca81e0e38c48991f8fe9f8ad.jpg,0,89,183,178,275
IMG_2266_jpg.rf.7d50bf335dd4a60eed7c66d1fa0d58ff.jpg,0,113,208,405,491
20251029_124933_jpg.rf.1949e68009245af34c7de08845cdf759.jpg,0,146,179,244,254
IMG_2274_jpg.rf.bab0acf58b9d9b9e62f7ccf297b58dc9.jpg,0,143,149,482,498
20251028_160813-0-_jpg.rf.a641a4d9270d7373a4df02cb0aa3b4ab.jpg,0,141,140,388,333
IMG_2235_jpg.rf.014ea4cd1c68da756c13933c652bfe2d.jpg,0,171,168,449,526
IMG_2235_jpg.rf.014ea4cd1c68da756c13933c652bfe2d.jpg,0,50,0,249,147
IMG_2392_jpg.rf.ddee8f84c18269771d157021de972587.jpg,0,123,314,290,570
Screenshot-2025-10-24-144737_png.rf.cacb95b7b196bc516964947ec33699cf.jpg,0,52,68,591,554
Screenshot-2025-10-24-145027_png.rf.7b44f5fc7ccd390febf455ce748a154a.jpg,0,100,33,620,506
IMG_5824_JPG.rf.1586af852878518b2745af1844251125.jpg,0,149,127,347,317
IMG_2423_jpg.rf.15468fe3b01c6bf6557c5a8ad2c3247e.jpg,0,244,82,299,130
IMG_0848_jpg.rf.ce0c6f12b0c3f9ee678c17984e7fd08c.jpg,0,163,260,259,330
IMG_20251028_163016_jpg.rf.8a73a3e2bb425d284f32043bc0e46209.jpg,0,191,158,238,185
IMG_20251024_165555_jpg.rf.8110cfddb9f8d4e359c426ae9a4a5b55.jpg,0,49,134,241,361
IMG_2606_jpg.rf.c6e23e649cfa28f8a4b45744914f9b03.jpg,0,255,208,315,255
20251029_122411_jpg.rf.3148c5bc8ff19f0aaa568b29cf6b9717.jpg,0,214,247,352,323
IMG_20251027_165420_jpg.rf.57b48109fd5d5e13dca53e9098036e0e.jpg,0,0,92,146,202
IMG_2546_jpg.rf.b49d4cbfa8621324f27e6adf926e067c.jpg,0,201,208,272,303
IMG_20251027_170233_jpg.rf.3c820b522d01a1923aae6848e9260f1d.jpg,0,119,91,283,202
IMG_2881_jpg.rf.a89dc32bbb555d6f2521c80ed35c5628.jpg,0,118,31,201,129
IMG_2356_jpg.rf.60babcd045aa01537c144bf1b1c0d9ff.jpg,0,147,232,217,295
20251029_090512_jpg.rf.af25f25d1db84cad32cd502b98574146.jpg,0,142,268,284,365
IMG_2453_jpg.rf.8d339f52e544c05ac06b34a59371cb0a.jpg,0,193,333,333,462
IMG_2720_jpg.rf.b2ee9f2838d43a6765048c639e402029.jpg,0,379,209,427,250
20251029_123758_jpg.rf.b190f11652cc0e64bd6e17cf5954f2be.jpg,0,61,153,206,271
20251029_124818_jpg.rf.6836e7dd5b6e69e42adc970eb8a69c82.jpg,0,33,96,401,363
20251027_163842_jpg.rf.d8655e44baed7b828d18ab1f04cd649a.jpg,0,128,125,336,403
20251028_165550_jpg.rf.eb9f79a8b1398d69f27727460e92de3a.jpg,0,109,208,207,264
IMG_2395_jpg.rf.ebd2f1a3a94122cce9aea94ec3444d75.jpg,0,66,181,151,263
IMG_2395_jpg.rf.ebd2f1a3a94122cce9aea94ec3444d75.jpg,0,180,119,242,167
20251027_172140_jpg.rf.a572a5b4264ac76626a4b383ef129adb.jpg,0,76,154,259,360
IMG_1733_jpg.rf.01647b6bdf6908a76b3f44330fadd1b5.jpg,0,125,69,410,255
IMG_20251024_170829_jpg.rf.fb0374539f96a600badd3cdacaf4132c.jpg,0,19,196,271,548
z7166660463961_7ae3e46d7314ed68fa2f6b7107736cd5_jpg.rf.d5cab01982b8f087a5e62a1b34928747.jpg,0,75,333,418,560
20251027_171441_jpg.rf.ba12b7a30944c36caf24c752652404e5.jpg,0,176,227,352,415
20251029_124317_jpg.rf.5d492443e24a8d3a296613cd8213721b.jpg,0,45,110,315,286
20251029_091245_jpg.rf.5d3110e50b2aa9a58cfc420ac9a81dca.jpg,0,257,280,342,327
20251029_125817_jpg.rf.109cb8fd23913b8702fbbe286f2090f0.jpg,0,135,229,310,322
Screenshot-2025-10-24-152021_png.rf.6d751451466ce488671dbc02e0f94800.jpg,0,19,18,475,616
IMG_1030_jpg.rf.335abb0955d05092f2de6d00886347db.jpg,0,54,211,284,354
IMG_20251027_171118_jpg.rf.b01a792a1ea1606fca68960e50003234.jpg,0,201,92,338,190
IMG_20251027_171118_jpg.rf.b01a792a1ea1606fca68960e50003234.jpg,0,22,63,97,127
IMG_20251024_163737_jpg.rf.48e9f8e71927200b96bbecae47038183.jpg,0,15,119,261,499
20251022_152537_jpg.rf.e5fb6f638b6a1efa2dfb2e59f5e37bad.jpg,0,203,76,446,312
IMG_2723_jpg.rf.8852197fcf5f60788bae22c21c22a295.jpg,0,89,365,261,571
IMG_20251027_165625_jpg.rf.db4d40c237740e0da02cb6e013487e23.jpg,0,259,128,452,251
IMG_20251027_165625_jpg.rf.db4d40c237740e0da02cb6e013487e23.jpg,0,123,97,254,190
IMG_2862_jpg.rf.d869a88823480519b77dc5301c37b450.jpg,0,0,58,136,235
IMG_5832_JPG.rf.ff6eeca9a4146c07fbe2b78ebda5eb09.jpg,0,148,211,220,256
IMG_1743_jpg.rf.7acae59a0e4b76cf84537207a5ba127e.jpg,0,62,195,268,378
20251027_170610-0-_jpg.rf.6cd9e27d0b18839bc39766d86c248ec0.jpg,0,96,134,228,239
20251027_170613_jpg.rf.cd3a5dfc2147ef3c1d71c66788306ac7.jpg,0,185,117,383,259
IMG_20251024_164703_jpg.rf.8e4d19089ac8e53c76dc1ccbe66831db.jpg,0,82,122,274,345
IMG_2280_jpg.rf.566762290c064416ac0cf04c8718a3fd.jpg,0,159,59,436,417
20251022_151929_jpg.rf.6b939a1438eb8a86345eced9bc33e0ae.jpg,0,194,70,352,277
Screenshot-2025-10-24-144322_png.rf.0ce2477dfc64fbdfca409769223a4d43.jpg,0,27,57,470,563
IMG_1265_jpg.rf.ecabdcc0a458d3f288f629fcd180414e.jpg,0,133,235,292,351
IMG_3286_jpg.rf.b6cd6741b668cd2994678d58d0787070.jpg,0,34,304,332,440
20251029_124705_jpg.rf.c5e8c74d6087945a02a9c045eeb4f00b.jpg,0,103,143,263,229
20251029_122918_jpg.rf.86c87edcb4f03ace22d4c5508b77fd2f.jpg,0,133,191,350,322
IMG_20251028_160815_jpg.rf.2ce77be9b196f611ccf2db7e9554da8b.jpg,0,65,156,272,261
20251029_125255_jpg.rf.a9782188e19e4e71b667776fc8a85e14.jpg,0,159,158,414,316
Screenshot-2025-10-24-144938_png.rf.29f6528b9b9fa31fdc9fc36f5d584f40.jpg,0,43,117,544,583
IMG_2550_jpg.rf.56bcde5704e96a32d54f81da0971db3d.jpg,0,169,319,279,489
IMG_2550_jpg.rf.56bcde5704e96a32d54f81da0971db3d.jpg,0,232,219,305,305
20251028_171131_jpg.rf.35b30f4f807276fa8e3670150c3ebd08.jpg,0,23,167,434,540
IMG_5909_JPG.rf.c6e58eae834bb38dda43ba61894ce793.jpg,0,73,211,198,298
IMG_5909_JPG.rf.c6e58eae834bb38dda43ba61894ce793.jpg,0,402,67,451,107
IMG_20251024_165425_jpg.rf.6d78a04c9621ed0a2d056af8d689cb81.jpg,0,61,72,268,331
IMG_2620_jpg.rf.bbe2ba837bff295b8f6c11283f2f20b7.jpg,0,169,314,283,479
571645088_2708249002840675_7040928980175689231_n_jpg.rf.3e0873e6af14ee337c0d8b6e5e97b0c4.jpg,0,125,142,562,388
20251029_124502_jpg.rf.5e00adb3ad8162f0251c8a313cd0d81a.jpg,0,135,116,368,241
IMG_20251027_172328_jpg.rf.e13bc4c3a150fb3c1dd8bd78c74c62b7.jpg,0,276,138,450,227
IMG_20251027_172328_jpg.rf.e13bc4c3a150fb3c1dd8bd78c74c62b7.jpg,0,78,170,193,254
IMG_2616_jpg.rf.c4c00c65bb00fd665a75e93edbb2c6c1.jpg,0,204,239,316,356
20251029_125318_jpg.rf.46322f370343eb1c0fe1db963652b157.jpg,0,109,219,359,359
IMG_2709_jpg.rf.7c0aac6465cd5f0f857ed8ae8dd860b8.jpg,0,253,177,326,235
20251023_154744_jpg.rf.4b2053f07a89772ef0fd88bc9ec2043d.jpg,0,331,33,479,222
20251028_163536_jpg.rf.48eee24f7c7e8a4ccbaaa027ea1246a0.jpg,0,229,222,381,428
20251028_170628_jpg.rf.d0d3a7e5c2b6a6c05c7c9e6492711a12.jpg,0,124,300,198,346
20251029_125507_jpg.rf.c8d476af9cd7d3f07182ba884bec75b9.jpg,0,0,199,141,327
IMG_2261_jpg.rf.cc089266d696b3dd539364471fd7dfc5.jpg,0,141,251,387,472
IMG_20251027_171931_jpg.rf.6cd11398c8187f74440b232e32e0a071.jpg,0,12,147,192,276
20251028_165551_jpg.rf.dfbc7da854d0ede96f16fa04f5804b16.jpg,0,127,198,240,259
IMG_0818_jpg.rf.cef0e7975218f121dddd8a21e3111825.jpg,0,143,235,256,330
IMG_2346_jpg.rf.39732e7505ecb1a94c1f1ab648f33f39.jpg,0,281,221,456,488
IMG_2346_jpg.rf.39732e7505ecb1a94c1f1ab648f33f39.jpg,0,75,84,175,193
20251022_152221_jpg.rf.6d0eceec461644af3093549014713751.jpg,0,181,213,393,365
z7166665387956_3e06dd92f1b6b58d836316ce16f3c0da_jpg.rf.e98222de82dbb1d87be005dfb139bbe4.jpg,0,27,151,583,439
IMG_20251027_170649_jpg.rf.4549db05772db3063b701a623f8c87e5.jpg,0,364,76,515,196
IMG_20251027_164842_jpg.rf.ec9cdf9c8805b5605b70ce253f912be6.jpg,0,131,69,287,181
20251029_125917_jpg.rf.acbf8c8306bd6b10f854f2f806d6b174.jpg,0,31,49,442,352
IMG_1304_jpg.rf.c15c09bad878017c744d374b74721937.jpg,0,140,153,347,346
IMG_5870_JPG.rf.1a380dbf50aa9763f2c59441de996022.jpg,0,106,170,265,273
IMG_5870_JPG.rf.1a380dbf50aa9763f2c59441de996022.jpg,0,0,169,79,230
20251022_151642_jpg.rf.83d8690e09e9aac61f898a2aac516a2e.jpg,0,168,122,430,416
20251028_161317_jpg.rf.0cadde06894cece5dda77400daaa1389.jpg,0,0,167,480,518
20251029_090218_jpg.rf.1a3e52f30ce8c1bc56afd5b996e76b76.jpg,0,162,149,446,397
IMG_0717_jpg.rf.b2461b21d590f2e61aacd4a94b84c5c4.jpg,0,332,260,436,348
20251029_124046_jpg.rf.fea3e762a1f6306d950bf1e2f8d5e9f3.jpg,0,92,239,268,352
IMG_1720_jpg.rf.813a37a31af30e58358183750c4b28aa.jpg,0,64,122,323,317
IMG_20251027_164726_jpg.rf.b2b962e6d3e93eda1d29f9f4fbe00e47.jpg,0,105,159,225,296
IMG_20251027_164726_jpg.rf.b2b962e6d3e93eda1d29f9f4fbe00e47.jpg,0,28,25,116,119
IMG_3340_jpg.rf.91c35ea0e3ea74eed4a9640b8a6d210c.jpg,0,142,277,293,367
IMG_3340_jpg.rf.91c35ea0e3ea74eed4a9640b8a6d210c.jpg,0,32,302,119,368
IMG_2623_jpg.rf.3b22ffb355a2e1c164f5a33fbddf2b88.jpg,0,286,200,326,235
IMG_5898_JPG.rf.4c9fde07928b1f419898bba3c908ba3e.jpg,0,172,198,475,359
IMG_1780_jpg.rf.dda87363dcda40cc296f868be131b1c2.jpg,0,199,61,311,150
IMG_2817_jpg.rf.e2a5b91101c51bd793ccc0df211c62cc.jpg,0,0,156,152,353
IMG_2400_jpg.rf.92c6c039da83942d1c3e334b898e708f.jpg,0,300,308,437,467
20251028_161213_jpg.rf.4ecae348f4b83643f2f0a3d2d8bbe6a0.jpg,0,26,145,423,459
571382140_25685480561053088_6687255353122726513_n_jpg.rf.3ec7418d2eee8b973c330fe62d7f0acf.jpg,0,122,81,589,433
IMG_20251024_163840_jpg.rf.95b742d49f6a47f6951da49f6eb68a39.jpg,0,59,82,237,312
20251028_164521_jpg.rf.32cf6c81987e8492cd46379cee9c6104.jpg,0,162,158,328,253
IMG_20251028_162558_jpg.rf.a8eea72a23b8ecbc6c397d4ec9bb068d.jpg,0,87,138,206,188
IMG_2379_jpg.rf.4483a16e9d090955130a4c68e4facc9e.jpg,0,134,106,287,291
20251029_124450_jpg.rf.fc552a4ce65df36cd04ca515fa947ba7.jpg,0,150,138,498,314
20251027_170928_jpg.rf.3c2da423a7d897065ac3e3831c47186c.jpg,0,193,170,285,280
IMG_5809_JPG.rf.50e95680918acb343e573fde71207b63.jpg,0,210,192,307,311
20251027_172008_jpg.rf.82aadeac60136e97dadb18c9746f9edc.jpg,0,150,224,338,498
20251022_151942_jpg.rf.9c6b82bd9dbcab280254b215567da8f7.jpg,0,268,119,389,258
20251022_152253-0-_jpg.rf.e9632f7cd05b1bfaa6b987d8dd04900b.jpg,0,115,53,356,350
IMG_2220_jpg.rf.92c2c84f6e1d1e4ce7795b2bb8e21a08.jpg,0,198,301,373,447
IMG_2272_jpg.rf.8a06cd0d6420bdb0bacd92f70af4fb88.jpg,0,80,133,426,486
IMG_5799_JPG.rf.64a7c46470ad800fddcd94d68782229f.jpg,0,137,45,339,272
IMG_20251027_164622_jpg.rf.e5d5705e744e2a7aeb060de65d6bc5dc.jpg,0,91,226,172,320
IMG_2658_jpg.rf.f8d22df65937b2e075a66f089afc446e.jpg,0,169,214,201,245
IMG_20251024_161152_jpg.rf.2a07b5cba62b5e875f4cb372da6b37f8.jpg,0,52,164,238,442
20251022_153032_jpg.rf.497a61385793a5039962da47d10b4484.jpg,0,163,108,433,377
20251027_170529_jpg.rf.79e03c259ff1ee46cb91cf6cce7c3608.jpg,0,108,75,359,260
IMG_0820_jpg.rf.8ae6b523de146ca783ae768280fd8998.jpg,0,128,228,280,336
20251027_171249_jpg.rf.89287d5c7dd7561493eb78376934efab.jpg,0,187,131,346,322
20251027_172211_jpg.rf.2e7790a154091d9f39e83727d3d8bce7.jpg,0,165,130,297,296
IMG_3169_jpg.rf.a9d130ac354f9ebd3d1d871df4621a7e.jpg,0,94,208,162,246
IMG_1798_jpg.rf.2fdc69a29f709b99412c384f441bb37e.jpg,0,0,246,99,349
IMG_1798_jpg.rf.2fdc69a29f709b99412c384f441bb37e.jpg,0,201,151,260,186
IMG_1798_jpg.rf.2fdc69a29f709b99412c384f441bb37e.jpg,0,120,147,164,178
20251028_161343_jpg.rf.49e11f8b76cd9649fd7686f98086a8ae.jpg,0,101,242,304,370
IMG_1737_jpg.rf.e8f6c51c1f0a1ff1786028ea28f40508.jpg,0,184,203,426,437
IMG_20251027_165544_jpg.rf.c10b71540f1155f432362352c07f50d4.jpg,0,32,58,109,110
20251029_090257_jpg.rf.667c56edd904fea5df6d165df7ed3823.jpg,0,20,242,143,321
IMG_1754_jpg.rf.c19d71600737a9645b5aa1a07234ca30.jpg,0,141,213,284,301
574047075_2708248966174012_2238561471904009379_n_jpg.rf.b862a4be6e91e38d9240fbfd060ef7e9.jpg,0,39,87,601,458
IMG_5845_JPG.rf.bed9e4f8690f3052e6fa8f6e8987428e.jpg,0,230,192,378,297
20251028_164241_jpg.rf.eb1b980b30988c49e5eef9e8e09087a1.jpg,0,364,130,523,242
IMG_2610_jpg.rf.d0d791f734411c4b5cfdeb0d5dd5660f.jpg,0,142,318,277,461
20251029_125011_jpg.rf.80cda9ac7585a02a782ed941f81ccd1a.jpg,0,170,106,345,227
20251027_170613-0-_jpg.rf.b31e5abc22bf3531d337afe2a7f74134.jpg,0,229,114,457,273
IMG_2240_jpg.rf.e0a5bd05ee4f72ec9256b8b57b4aa208.jpg,0,87,303,325,520
IMG_2195_jpg.rf.5c4d50702a617a1bfcf9bc18d3b9bd80.jpg,0,113,166,367,432
20251029_085820_jpg.rf.e3572e61389cb288b0dbe9cdca750848.jpg,0,75,192,337,352
20251022_152241_jpg.rf.cf4edb5e129122343dd97fef38dd66d9.jpg,0,170,43,318,228
20251029_122921_jpg.rf.226e08486571abe09b3484caf1e06232.jpg,0,99,265,303,362
20251027_162825_jpg.rf.f4d4162b97fb14a55b9195923bbba42a.jpg,0,95,143,354,335
IMG_2512_jpg.rf.212d8ae5c9379a1b1901786b44ab6e6d.jpg,0,171,243,262,328
20251027_170104_jpg.rf.e01aada50479f38b36b3fcbc92582401.jpg,0,54,44,333,241
IMG_0914_jpg.rf.3606a74c6a1b9d6b6ca309062171f381.jpg,0,63,225,220,314
IMG_1712_jpg.rf.fa29e7cdd0b89a3aee9082cfa6c92ff1.jpg,0,38,137,276,393
IMG_2264_jpg.rf.09efd7acd23255242b2a9d8b7d3e87ca.jpg,0,117,188,433,468
IMG_2307_jpg.rf.8d54e256db58891645c41bfbe1ceeb4a.jpg,0,189,171,264,248
20251029_124913_jpg.rf.d25de50c2af82b4aaf250539c013ea29.jpg,0,128,183,239,252
IMG_2425_jpg.rf.dcd7cfaee113cdceb51e4b148dffcb7a.jpg,0,172,223,231,290
20251029_124643_jpg.rf.d29326862471bb9f48c5781c4c347b9a.jpg,0,110,150,505,392
IMG_2447_jpg.rf.e462f0e991938c866e6f852d4384f086.jpg,0,210,202,321,337
IMG_2447_jpg.rf.e462f0e991938c866e6f852d4384f086.jpg,0,167,47,230,118
IMG_20251024_162039_jpg.rf.cfd162a1a92b02ded50f82894b9f7433.jpg,0,55,36,253,321
IMG_1741_jpg.rf.fbbfe497388c26dcd66681e89c3bae9c.jpg,0,54,74,414,399
IMG_5899_JPG.rf.26dd2d29c6c09d614c6d0aed1f515d11.jpg,0,204,256,315,356
IMG_1707_jpg.rf.4a129f4e2e00788b0da5827b58e00d93.jpg,0,230,92,401,248
IMG_2504_jpg.rf.59684577aac8416d5d404c84a3704432.jpg,0,336,195,373,228
IMG_2444_jpg.rf.f0f338ce74e3ff90b8edbc9fba259fab.jpg,0,188,276,291,379
IMG_2431_jpg.rf.46d821bd432709b58634b722d2dbe4fe.jpg,0,265,342,382,484
IMG_2434_jpg.rf.23a474ad172a124c16dec25f2410ba2e.jpg,0,175,218,245,279
20251027_170721_jpg.rf.fb86f1daa0c0ddce8c621aa83a719ad7.jpg,0,202,85,339,303
IMG_1093_jpg.rf.04e2118d8afb30f32aac4a58fff8a6d3.jpg,0,260,232,387,318
20251027_164639_jpg.rf.7cae0376c7276562135728f10e034031.jpg,0,78,97,305,378
IMG_5876_JPG.rf.faa4f37ae5e83993dd4edb9bb5e19183.jpg,0,257,205,294,236
IMG_5859_JPG.rf.16fa4f98bf49125b9974f14c9c4b9826.jpg,0,148,128,314,243
20251027_170632-0-_jpg.rf.3441725a3c9d46ebf8ff914d2659335c.jpg,0,201,229,325,401
IMG_0724_jpg.rf.31f09d08b03ae069d0ad865e2fa672c9.jpg,0,196,332,400,440
IMG_20251027_170006_jpg.rf.d788ca97202b28ac22009401e7f35eef.jpg,0,418,46,539,178
571282760_122181651824377091_1042382279063165941_n_jpg.rf.11440073be4a9367733271c316f042ad.jpg,0,119,90,526,426
20251029_122059_jpg.rf.a9c0328320ecc4fe9ab20a02973d2500.jpg,0,156,261,269,344
20251027_170126_jpg.rf.4a3dff34655f4aa8dffbc25754d85e29.jpg,0,153,104,271,202
IMG_2251_jpg.rf.9743d7a4c2a236a0e4a7dca0235bdaeb.jpg,0,200,198,452,472
IMG_2176_jpg.rf.99b4e4f2e69dae7c11b81754d5d5d41d.jpg,0,84,222,308,414
IMG_20251027_170000_jpg.rf.b1cae3579eaaa5f36882ecf1d3a2e7fc.jpg,0,5,45,113,130
20251027_163840_jpg.rf.db6d7fc6f6fdc0a18e5a4968048e6956.jpg,0,149,87,360,396
20251027_170300-0-_jpg.rf.cd45ca438fdf3d67e150caf21b32e53f.jpg,0,138,139,345,274
20251027_170528_jpg.rf.6c3a5722b3a41fb4382698b5b19099a1.jpg,0,60,57,293,224
IMG_2416_jpg.rf.40563af0000c51fc2f12a7ff09a9ffb4.jpg,0,167,386,334,639
IMG_2416_jpg.rf.40563af0000c51fc2f12a7ff09a9ffb4.jpg,0,209,182,302,280
572217350_3052972544888057_2055103472779738229_n_jpg.rf.4fc9e1f3087a378d88951bc4c1894fdd.jpg,0,72,168,590,435
IMG_1803_jpg.rf.b511485b92702080c2c0b25368ddeed4.jpg,0,39,221,229,362
IMG_1022_jpg.rf.084ddf06241819f302cd4997c3e3f245.jpg,0,219,229,339,329
IMG_20251024_161430_jpg.rf.2600fc7485278717c9a7034c5155afcd.jpg,0,7,236,172,460
IMG_5886_JPG.rf.648b087ad89c74ad337455447190b96d.jpg,0,52,181,285,275
20251027_165408_jpg.rf.c44c1c507103122a82ecef907b690d01.jpg,0,81,87,351,259
IMG_20251024_163502_jpg.rf.a4aaec4d96ae80d40422be1c1491686b.jpg,0,38,195,234,362
20251027_170232_jpg.rf.a7327ca998bf421e043821a1efee544a.jpg,0,144,163,360,294
20251027_170134_jpg.rf.afb951b1a0d87b0bd4f5ad37465e0785.jpg,0,174,83,338,210
20251027_170134_jpg.rf.afb951b1a0d87b0bd4f5ad37465e0785.jpg,0,54,33,151,117
IMG_2443_jpg.rf.9cca94190a4aa8f9484a66575e6b4a3b.jpg,0,75,183,209,315
IMG_0774_jpg.rf.75a076181e70c2ec911b08c816ef7977.jpg,0,102,85,305,259
IMG_2276_jpg.rf.047f1d79544aebc4bde5530626032a2f.jpg,0,148,212,358,446
IMG_1781_jpg.rf.aed3ccd6669ac5c4acf41ba947834c14.jpg,0,228,65,300,121
IMG_5794_JPG.rf.6759099dd37e6fcc249d700783943ced.jpg,0,124,225,308,371
IMG_5794_JPG.rf.6759099dd37e6fcc249d700783943ced.jpg,0,0,95,106,193
20251028_183812_jpg.rf.9fb50a5d03c9677cb009b9a0f9c1a334.jpg,0,86,120,435,397
20251029_125859_jpg.rf.fc71700d21c35ad1a5201c5e0bc41489.jpg,0,132,117,384,269
20251029_122247_jpg.rf.a33407b20fd479c992d0d99cfbf59b33.jpg,0,0,215,341,439
20251027_170632_jpg.rf.3896413e605cb401589881e00364f590.jpg,0,198,224,312,377
20251029_090736_jpg.rf.4c10045f35b2744ab55fab959777585e.jpg,0,35,175,407,445
IMG_20251027_165338_jpg.rf.ad4024ba77f20fea28e52ef71dc4c81f.jpg,0,50,124,292,287
IMG_1687_jpg.rf.d60867077a1b690dc4269283394f8a92.jpg,0,174,249,303,333
IMG_1717_jpg.rf.d5e02d35e50529677cc220ed24416220.jpg,0,0,127,169,337
